idx,state,label_idx,sample_idx,neuron_idx,n_labeled,sum_spikes,label_match,label_value,spike_value
144,3,0,0,43,0,0,1,0,0
145,3,0,0,44,0,0,1,0,0
146,3,0,0,45,0,0,1,0,0
147,3,0,0,46,0,0,1,0,0
148,3,0,0,47,0,0,1,0,0
149,3,0,0,48,0,0,1,0,0
150,3,0,0,49,0,0,1,0,0
151,3,0,0,50,0,0,1,0,0
152,3,0,0,51,0,0,1,0,0
153,3,0,0,52,0,0,1,0,1
154,3,0,0,53,0,0,1,0,0
155,3,0,0,54,0,0,1,0,0
156,3,0,0,55,0,0,1,0,0
157,3,0,0,56,0,0,1,0,0
158,3,0,0,57,0,0,1,0,0
159,3,0,0,58,0,0,1,0,0
160,3,0,0,59,0,0,1,0,0
161,3,0,0,60,0,0,1,0,0
162,3,0,0,61,0,0,1,0,0
163,3,0,0,62,0,0,1,0,0
164,3,0,0,63,0,0,1,0,0
165,3,0,0,64,0,0,1,0,0
166,3,0,0,65,0,0,1,0,0
167,3,0,0,66,0,0,1,0,0
168,3,0,0,67,0,0,1,0,0
169,3,0,0,68,0,0,1,0,0
170,3,0,0,69,0,0,1,0,0
171,3,0,0,70,0,0,1,0,0
172,3,0,0,71,0,0,1,0,0
173,3,0,0,72,0,0,1,0,0
174,3,0,0,73,0,0,1,0,0
175,3,0,0,74,0,0,1,0,0
176,3,0,0,75,0,0,1,0,0
177,3,0,0,76,0,0,1,0,0
178,3,0,0,77,0,0,1,0,0
179,3,0,0,78,0,0,1,0,0
180,3,0,0,79,0,0,1,0,0
181,3,0,0,80,0,0,1,0,0
182,3,0,0,81,0,0,1,0,0
183,3,0,0,82,0,0,1,0,0
184,3,0,0,83,0,0,1,0,0
185,3,0,0,84,0,0,1,0,0
186,3,0,0,85,0,0,1,0,0
187,3,0,0,86,0,0,1,0,0
188,3,0,0,87,0,0,1,0,0
189,3,0,0,88,0,0,1,0,0
190,3,0,0,89,0,0,1,0,0
191,3,0,0,90,0,0,1,0,0
192,3,0,0,91,0,0,1,0,0
193,3,0,0,92,0,0,1,0,0
194,3,0,0,93,0,0,1,0,0
195,3,0,0,94,0,0,1,0,0
196,3,0,0,95,0,0,1,0,0
197,3,0,0,96,0,0,1,0,0
198,3,0,0,97,0,0,1,0,0
199,3,0,0,98,0,0,1,0,0
200,3,0,0,99,0,0,1,0,0
201,2,0,1,99,1,0,1,1,0
202,3,0,1,0,1,1,0,1,0
203,3,0,1,1,1,0,0,1,0
204,3,0,1,2,1,0,0,1,0
205,3,0,1,3,1,0,0,1,0
206,3,0,1,4,1,0,0,1,0
207,3,0,1,5,1,0,0,1,0
208,3,0,1,6,1,0,0,1,0
209,3,0,1,7,1,0,0,1,1
210,3,0,1,8,1,0,0,1,0
211,3,0,1,9,1,0,0,1,0
212,3,0,1,10,1,0,0,1,0
213,3,0,1,11,1,0,0,1,0
214,3,0,1,12,1,0,0,1,0
215,3,0,1,13,1,1,0,1,0
216,3,0,1,14,1,0,0,1,0
217,3,0,1,15,1,0,0,1,0
218,3,0,1,16,1,0,0,1,0
219,3,0,1,17,1,0,0,1,0
220,3,0,1,18,1,0,0,1,0
221,3,0,1,19,1,0,0,1,0
222,3,0,1,20,1,0,0,1,1
223,3,0,1,21,1,0,0,1,0
224,3,0,1,22,1,0,0,1,0
225,3,0,1,23,1,0,0,1,0
226,3,0,1,24,1,0,0,1,0
227,3,0,1,25,1,0,0,1,0
228,3,0,1,26,1,1,0,1,0
229,3,0,1,27,1,0,0,1,0
230,3,0,1,28,1,0,0,1,0
231,3,0,1,29,1,0,0,1,0
232,3,0,1,30,1,0,0,1,0
233,3,0,1,31,1,0,0,1,0
234,3,0,1,32,1,0,0,1,0
235,3,0,1,33,1,0,0,1,1
236,3,0,1,34,1,0,0,1,0
237,3,0,1,35,1,0,0,1,0
238,3,0,1,36,1,0,0,1,0
239,3,0,1,37,1,0,0,1,0
240,3,0,1,38,1,0,0,1,0
241,3,0,1,39,1,1,0,1,0
242,3,0,1,40,1,0,0,1,0
243,3,0,1,41,1,0,0,1,0
244,3,0,1,42,1,0,0,1,0
245,3,0,1,43,1,0,0,1,0
246,3,0,1,44,1,0,0,1,0
247,3,0,1,45,1,0,0,1,0
248,3,0,1,46,1,0,0,1,1
249,3,0,1,47,1,0,0,1,0
250,3,0,1,48,1,0,0,1,0
251,3,0,1,49,1,0,0,1,0
252,3,0,1,50,1,0,0,1,0
253,3,0,1,51,1,0,0,1,0
254,3,0,1,52,1,1,0,1,0
255,3,0,1,53,1,0,0,1,0
256,3,0,1,54,1,0,0,1,0
257,3,0,1,55,1,0,0,1,0
258,3,0,1,56,1,0,0,1,0
259,3,0,1,57,1,0,0,1,0
260,3,0,1,58,1,0,0,1,0
261,3,0,1,59,1,0,0,1,1
262,3,0,1,60,1,0,0,1,0
263,3,0,1,61,1,0,0,1,0
264,3,0,1,62,1,0,0,1,0
265,3,0,1,63,1,0,0,1,0
266,3,0,1,64,1,0,0,1,0
267,3,0,1,65,1,0,0,1,0
268,3,0,1,66,1,0,0,1,0
269,3,0,1,67,1,0,0,1,0
270,3,0,1,68,1,0,0,1,0
271,3,0,1,69,1,0,0,1,0
272,3,0,1,70,1,0,0,1,0
273,3,0,1,71,1,0,0,1,0
274,3,0,1,72,1,0,0,1,0
275,3,0,1,73,1,0,0,1,0
276,3,0,1,74,1,0,0,1,0
277,3,0,1,75,1,0,0,1,0
278,3,0,1,76,1,0,0,1,0
279,3,0,1,77,1,0,0,1,0
280,3,0,1,78,1,0,0,1,0
281,3,0,1,79,1,0,0,1,0
282,3,0,1,80,1,0,0,1,0
283,3,0,1,81,1,0,0,1,0
284,3,0,1,82,1,0,0,1,0
285,3,0,1,83,1,0,0,1,0
286,3,0,1,84,1,0,0,1,0
287,3,0,1,85,1,0,0,1,0
288,3,0,1,86,1,0,0,1,0
289,3,0,1,87,1,0,0,1,0
290,3,0,1,88,1,0,0,1,0
291,3,0,1,89,1,0,0,1,0
292,3,0,1,90,1,0,0,1,0
293,3,0,1,91,1,0,0,1,0
294,3,0,1,92,1,0,0,1,0
295,3,0,1,93,1,0,0,1,0
296,3,0,1,94,1,0,0,1,0
297,3,0,1,95,1,0,0,1,0
298,3,0,1,96,1,0,0,1,0
299,3,0,1,97,1,0,0,1,0
300,3,0,1,98,1,0,0,1,0
301,3,0,1,99,1,0,0,1,0
302,2,0,2,99,1,0,0,2,0
303,3,0,2,0,1,1,0,2,0
304,3,0,2,1,1,0,0,2,0
305,3,0,2,2,1,0,0,2,0
306,3,0,2,3,1,0,0,2,0
307,3,0,2,4,1,0,0,2,0
308,3,0,2,5,1,0,0,2,0
309,3,0,2,6,1,0,0,2,0
310,3,0,2,7,1,0,0,2,0
311,3,0,2,8,1,0,0,2,0
312,3,0,2,9,1,0,0,2,0
313,3,0,2,10,1,0,0,2,0
314,3,0,2,11,1,0,0,2,0
315,3,0,2,12,1,0,0,2,0
316,3,0,2,13,1,1,0,2,0
317,3,0,2,14,1,0,0,2,1
318,3,0,2,15,1,0,0,2,0
319,3,0,2,16,1,0,0,2,0
320,3,0,2,17,1,0,0,2,0
321,3,0,2,18,1,0,0,2,0
322,3,0,2,19,1,0,0,2,0
323,3,0,2,20,1,0,0,2,0
324,3,0,2,21,1,0,0,2,0
325,3,0,2,22,1,0,0,2,0
326,3,0,2,23,1,0,0,2,0
327,3,0,2,24,1,0,0,2,0
328,3,0,2,25,1,0,0,2,0
329,3,0,2,26,1,1,0,2,0
330,3,0,2,27,1,0,0,2,1
331,3,0,2,28,1,0,0,2,0
332,3,0,2,29,1,0,0,2,0
333,3,0,2,30,1,0,0,2,0
334,3,0,2,31,1,0,0,2,0
335,3,0,2,32,1,0,0,2,0
336,3,0,2,33,1,0,0,2,0
337,3,0,2,34,1,0,0,2,0
338,3,0,2,35,1,0,0,2,0
339,3,0,2,36,1,0,0,2,0
340,3,0,2,37,1,0,0,2,0
341,3,0,2,38,1,0,0,2,0
342,3,0,2,39,1,1,0,2,0
343,3,0,2,40,1,0,0,2,1
344,3,0,2,41,1,0,0,2,0
345,3,0,2,42,1,0,0,2,0
346,3,0,2,43,1,0,0,2,0
347,3,0,2,44,1,0,0,2,0
348,3,0,2,45,1,0,0,2,0
349,3,0,2,46,1,0,0,2,0
350,3,0,2,47,1,0,0,2,0
351,3,0,2,48,1,0,0,2,0
352,3,0,2,49,1,0,0,2,0
353,3,0,2,50,1,0,0,2,0
354,3,0,2,51,1,0,0,2,0
355,3,0,2,52,1,1,0,2,0
356,3,0,2,53,1,0,0,2,1
357,3,0,2,54,1,0,0,2,0
358,3,0,2,55,1,0,0,2,0
359,3,0,2,56,1,0,0,2,0
360,3,0,2,57,1,0,0,2,0
361,3,0,2,58,1,0,0,2,0
362,3,0,2,59,1,0,0,2,0
363,3,0,2,60,1,0,0,2,0
364,3,0,2,61,1,0,0,2,0
365,3,0,2,62,1,0,0,2,0
366,3,0,2,63,1,0,0,2,0
367,3,0,2,64,1,0,0,2,0
368,3,0,2,65,1,0,0,2,0
369,3,0,2,66,1,0,0,2,1
370,3,0,2,67,1,0,0,2,0
371,3,0,2,68,1,0,0,2,0
372,3,0,2,69,1,0,0,2,0
373,3,0,2,70,1,0,0,2,0
374,3,0,2,71,1,0,0,2,0
375,3,0,2,72,1,0,0,2,0
376,3,0,2,73,1,0,0,2,0
377,3,0,2,74,1,0,0,2,0
378,3,0,2,75,1,0,0,2,0
379,3,0,2,76,1,0,0,2,0
380,3,0,2,77,1,0,0,2,0
381,3,0,2,78,1,0,0,2,0
382,3,0,2,79,1,0,0,2,0
383,3,0,2,80,1,0,0,2,0
384,3,0,2,81,1,0,0,2,0
385,3,0,2,82,1,0,0,2,0
386,3,0,2,83,1,0,0,2,0
387,3,0,2,84,1,0,0,2,0
388,3,0,2,85,1,0,0,2,0
389,3,0,2,86,1,0,0,2,0
390,3,0,2,87,1,0,0,2,0
391,3,0,2,88,1,0,0,2,0
392,3,0,2,89,1,0,0,2,0
393,3,0,2,90,1,0,0,2,0
394,3,0,2,91,1,0,0,2,0
395,3,0,2,92,1,0,0,2,0
396,3,0,2,93,1,0,0,2,0
397,3,0,2,94,1,0,0,2,0
398,3,0,2,95,1,0,0,2,0
399,3,0,2,96,1,0,0,2,0
400,3,0,2,97,1,0,0,2,0
401,3,0,2,98,1,0,0,2,0
402,3,0,2,99,1,0,0,2,0
403,2,0,3,99,1,0,0,3,0
404,3,0,3,0,1,1,0,3,0
405,3,0,3,1,1,0,0,3,0
406,3,0,3,2,1,0,0,3,0
407,3,0,3,3,1,0,0,3,0
408,3,0,3,4,1,0,0,3,0
409,3,0,3,5,1,0,0,3,0
410,3,0,3,6,1,0,0,3,0
411,3,0,3,7,1,0,0,3,0
412,3,0,3,8,1,0,0,3,0
413,3,0,3,9,1,0,0,3,0
414,3,0,3,10,1,0,0,3,0
415,3,0,3,11,1,0,0,3,0
416,3,0,3,12,1,0,0,3,0
417,3,0,3,13,1,1,0,3,0
418,3,0,3,14,1,0,0,3,0
419,3,0,3,15,1,0,0,3,0
420,3,0,3,16,1,0,0,3,0
421,3,0,3,17,1,0,0,3,0
422,3,0,3,18,1,0,0,3,0
423,3,0,3,19,1,0,0,3,0
424,3,0,3,20,1,0,0,3,0
425,3,0,3,21,1,0,0,3,1
426,3,0,3,22,1,0,0,3,0
427,3,0,3,23,1,0,0,3,0
428,3,0,3,24,1,0,0,3,0
429,3,0,3,25,1,0,0,3,0
430,3,0,3,26,1,1,0,3,0
431,3,0,3,27,1,0,0,3,0
432,3,0,3,28,1,0,0,3,0
433,3,0,3,29,1,0,0,3,0
434,3,0,3,30,1,0,0,3,0
435,3,0,3,31,1,0,0,3,0
436,3,0,3,32,1,0,0,3,0
437,3,0,3,33,1,0,0,3,0
438,3,0,3,34,1,0,0,3,1
439,3,0,3,35,1,0,0,3,0
440,3,0,3,36,1,0,0,3,0
441,3,0,3,37,1,0,0,3,0
442,3,0,3,38,1,0,0,3,0
443,3,0,3,39,1,1,0,3,0
444,3,0,3,40,1,0,0,3,0
445,3,0,3,41,1,0,0,3,0
446,3,0,3,42,1,0,0,3,0
447,3,0,3,43,1,0,0,3,0
448,3,0,3,44,1,0,0,3,0
449,3,0,3,45,1,0,0,3,0
450,3,0,3,46,1,0,0,3,0
451,3,0,3,47,1,0,0,3,1
452,3,0,3,48,1,0,0,3,0
453,3,0,3,49,1,0,0,3,0
454,3,0,3,50,1,0,0,3,0
455,3,0,3,51,1,0,0,3,0
456,3,0,3,52,1,1,0,3,0
457,3,0,3,53,1,0,0,3,0
458,3,0,3,54,1,0,0,3,0
459,3,0,3,55,1,0,0,3,0
460,3,0,3,56,1,0,0,3,0
461,3,0,3,57,1,0,0,3,0
462,3,0,3,58,1,0,0,3,0
463,3,0,3,59,1,0,0,3,0
464,3,0,3,60,1,0,0,3,1
465,3,0,3,61,1,0,0,3,0
466,3,0,3,62,1,0,0,3,0
467,3,0,3,63,1,0,0,3,0
468,3,0,3,64,1,0,0,3,0
469,3,0,3,65,1,0,0,3,0
470,3,0,3,66,1,0,0,3,0
471,3,0,3,67,1,0,0,3,0
472,3,0,3,68,1,0,0,3,0
473,3,0,3,69,1,0,0,3,0
474,3,0,3,70,1,0,0,3,0
475,3,0,3,71,1,0,0,3,0
476,3,0,3,72,1,0,0,3,0
477,3,0,3,73,1,0,0,3,1
478,3,0,3,74,1,0,0,3,0
479,3,0,3,75,1,0,0,3,0
480,3,0,3,76,1,0,0,3,0
481,3,0,3,77,1,0,0,3,0
482,3,0,3,78,1,0,0,3,0
483,3,0,3,79,1,0,0,3,0
484,3,0,3,80,1,0,0,3,0
485,3,0,3,81,1,0,0,3,0
486,3,0,3,82,1,0,0,3,0
487,3,0,3,83,1,0,0,3,0
488,3,0,3,84,1,0,0,3,0
489,3,0,3,85,1,0,0,3,0
490,3,0,3,86,1,0,0,3,0
491,3,0,3,87,1,0,0,3,0
492,3,0,3,88,1,0,0,3,0
493,3,0,3,89,1,0,0,3,0
494,3,0,3,90,1,0,0,3,0
495,3,0,3,91,1,0,0,3,0
496,3,0,3,92,1,0,0,3,0
497,3,0,3,93,1,0,0,3,0
498,3,0,3,94,1,0,0,3,0
499,3,0,3,95,1,0,0,3,0
500,3,0,3,96,1,0,0,3,0
501,3,0,3,97,1,0,0,3,0
502,3,0,3,98,1,0,0,3,0
503,3,0,3,99,1,0,0,3,0
504,2,0,4,99,1,0,0,4,0
505,3,0,4,0,1,1,0,4,0
506,3,0,4,1,1,0,0,4,0
507,3,0,4,2,1,0,0,4,0
508,3,0,4,3,1,0,0,4,0
509,3,0,4,4,1,0,0,4,0
510,3,0,4,5,1,0,0,4,0
511,3,0,4,6,1,0,0,4,0
512,3,0,4,7,1,0,0,4,0
513,3,0,4,8,1,0,0,4,0
514,3,0,4,9,1,0,0,4,0
515,3,0,4,10,1,0,0,4,0
516,3,0,4,11,1,0,0,4,0
517,3,0,4,12,1,0,0,4,0
518,3,0,4,13,1,1,0,4,0
519,3,0,4,14,1,0,0,4,0
520,3,0,4,15,1,0,0,4,0
521,3,0,4,16,1,0,0,4,0
522,3,0,4,17,1,0,0,4,0
523,3,0,4,18,1,0,0,4,0
524,3,0,4,19,1,0,0,4,0
525,3,0,4,20,1,0,0,4,0
526,3,0,4,21,1,0,0,4,0
527,3,0,4,22,1,0,0,4,0
528,3,0,4,23,1,0,0,4,0
529,3,0,4,24,1,0,0,4,0
530,3,0,4,25,1,0,0,4,0
531,3,0,4,26,1,1,0,4,0
532,3,0,4,27,1,0,0,4,0
533,3,0,4,28,1,0,0,4,1
534,3,0,4,29,1,0,0,4,0
535,3,0,4,30,1,0,0,4,0
536,3,0,4,31,1,0,0,4,0
537,3,0,4,32,1,0,0,4,0
538,3,0,4,33,1,0,0,4,0
539,3,0,4,34,1,0,0,4,0
540,3,0,4,35,1,0,0,4,0
541,3,0,4,36,1,0,0,4,0
542,3,0,4,37,1,0,0,4,0
543,3,0,4,38,1,0,0,4,0
544,3,0,4,39,1,1,0,4,0
545,3,0,4,40,1,0,0,4,0
546,3,0,4,41,1,0,0,4,1
547,3,0,4,42,1,0,0,4,0
548,3,0,4,43,1,0,0,4,0
549,3,0,4,44,1,0,0,4,0
550,3,0,4,45,1,0,0,4,0
551,3,0,4,46,1,0,0,4,0
552,3,0,4,47,1,0,0,4,0
553,3,0,4,48,1,0,0,4,0
554,3,0,4,49,1,0,0,4,0
555,3,0,4,50,1,0,0,4,0
556,3,0,4,51,1,0,0,4,0
557,3,0,4,52,1,1,0,4,0
558,3,0,4,53,1,0,0,4,0
559,3,0,4,54,1,0,0,4,1
560,3,0,4,55,1,0,0,4,0
561,3,0,4,56,1,0,0,4,0
562,3,0,4,57,1,0,0,4,0
563,3,0,4,58,1,0,0,4,0
564,3,0,4,59,1,0,0,4,0
565,3,0,4,60,1,0,0,4,0
566,3,0,4,61,1,0,0,4,0
567,3,0,4,62,1,0,0,4,0
568,3,0,4,63,1,0,0,4,0
569,3,0,4,64,1,0,0,4,0
570,3,0,4,65,1,0,0,4,0
571,3,0,4,66,1,0,0,4,0
572,3,0,4,67,1,0,0,4,1
573,3,0,4,68,1,0,0,4,0
574,3,0,4,69,1,0,0,4,0
575,3,0,4,70,1,0,0,4,0
576,3,0,4,71,1,0,0,4,0
577,3,0,4,72,1,0,0,4,0
578,3,0,4,73,1,0,0,4,0
579,3,0,4,74,1,0,0,4,0
580,3,0,4,75,1,0,0,4,0
581,3,0,4,76,1,0,0,4,0
582,3,0,4,77,1,0,0,4,0
583,3,0,4,78,1,0,0,4,0
584,3,0,4,79,1,0,0,4,0
585,3,0,4,80,1,0,0,4,1
586,3,0,4,81,1,0,0,4,0
587,3,0,4,82,1,0,0,4,0
588,3,0,4,83,1,0,0,4,0
589,3,0,4,84,1,0,0,4,0
590,3,0,4,85,1,0,0,4,0
591,3,0,4,86,1,0,0,4,0
592,3,0,4,87,1,0,0,4,0
593,3,0,4,88,1,0,0,4,0
594,3,0,4,89,1,0,0,4,0
595,3,0,4,90,1,0,0,4,0
596,3,0,4,91,1,0,0,4,0
597,3,0,4,92,1,0,0,4,0
598,3,0,4,93,1,0,0,4,0
599,3,0,4,94,1,0,0,4,0
600,3,0,4,95,1,0,0,4,0
601,3,0,4,96,1,0,0,4,0
602,3,0,4,97,1,0,0,4,0
603,3,0,4,98,1,0,0,4,0
604,3,0,4,99,1,0,0,4,0
605,2,0,5,99,1,0,0,5,0
606,3,0,5,0,1,1,0,5,0
607,3,0,5,1,1,0,0,5,0
608,3,0,5,2,1,0,0,5,0
609,3,0,5,3,1,0,0,5,0
610,3,0,5,4,1,0,0,5,0
611,3,0,5,5,1,0,0,5,0
612,3,0,5,6,1,0,0,5,0
613,3,0,5,7,1,0,0,5,0
614,3,0,5,8,1,0,0,5,0
615,3,0,5,9,1,0,0,5,0
616,3,0,5,10,1,0,0,5,0
617,3,0,5,11,1,0,0,5,0
618,3,0,5,12,1,0,0,5,0
619,3,0,5,13,1,1,0,5,0
620,3,0,5,14,1,0,0,5,0
621,3,0,5,15,1,0,0,5,0
622,3,0,5,16,1,0,0,5,0
623,3,0,5,17,1,0,0,5,0
624,3,0,5,18,1,0,0,5,0
625,3,0,5,19,1,0,0,5,0
626,3,0,5,20,1,0,0,5,0
627,3,0,5,21,1,0,0,5,0
628,3,0,5,22,1,0,0,5,0
629,3,0,5,23,1,0,0,5,0
630,3,0,5,24,1,0,0,5,0
631,3,0,5,25,1,0,0,5,0
632,3,0,5,26,1,1,0,5,0
633,3,0,5,27,1,0,0,5,0
634,3,0,5,28,1,0,0,5,0
635,3,0,5,29,1,0,0,5,0
636,3,0,5,30,1,0,0,5,0
637,3,0,5,31,1,0,0,5,0
638,3,0,5,32,1,0,0,5,0
639,3,0,5,33,1,0,0,5,0
640,3,0,5,34,1,0,0,5,0
641,3,0,5,35,1,0,0,5,1
642,3,0,5,36,1,0,0,5,0
643,3,0,5,37,1,0,0,5,0
644,3,0,5,38,1,0,0,5,0
645,3,0,5,39,1,1,0,5,0
646,3,0,5,40,1,0,0,5,0
647,3,0,5,41,1,0,0,5,0
648,3,0,5,42,1,0,0,5,0
649,3,0,5,43,1,0,0,5,0
650,3,0,5,44,1,0,0,5,0
651,3,0,5,45,1,0,0,5,0
652,3,0,5,46,1,0,0,5,0
653,3,0,5,47,1,0,0,5,0
654,3,0,5,48,1,0,0,5,1
655,3,0,5,49,1,0,0,5,0
656,3,0,5,50,1,0,0,5,0
657,3,0,5,51,1,0,0,5,0
658,3,0,5,52,1,1,0,5,0
659,3,0,5,53,1,0,0,5,0
660,3,0,5,54,1,0,0,5,0
661,3,0,5,55,1,0,0,5,0
662,3,0,5,56,1,0,0,5,0
663,3,0,5,57,1,0,0,5,0
664,3,0,5,58,1,0,0,5,0
665,3,0,5,59,1,0,0,5,0
666,3,0,5,60,1,0,0,5,0
667,3,0,5,61,1,0,0,5,1
668,3,0,5,62,1,0,0,5,0
669,3,0,5,63,1,0,0,5,0
670,3,0,5,64,1,0,0,5,0
671,3,0,5,65,1,0,0,5,0
672,3,0,5,66,1,0,0,5,0
673,3,0,5,67,1,0,0,5,0
674,3,0,5,68,1,0,0,5,0
675,3,0,5,69,1,0,0,5,0
676,3,0,5,70,1,0,0,5,0
677,3,0,5,71,1,0,0,5,0
678,3,0,5,72,1,0,0,5,0
679,3,0,5,73,1,0,0,5,0
680,3,0,5,74,1,0,0,5,1
681,3,0,5,75,1,0,0,5,0
682,3,0,5,76,1,0,0,5,0
683,3,0,5,77,1,0,0,5,0
684,3,0,5,78,1,0,0,5,0
685,3,0,5,79,1,0,0,5,0
686,3,0,5,80,1,0,0,5,0
687,3,0,5,81,1,0,0,5,0
688,3,0,5,82,1,0,0,5,0
689,3,0,5,83,1,0,0,5,0
690,3,0,5,84,1,0,0,5,0
691,3,0,5,85,1,0,0,5,0
692,3,0,5,86,1,0,0,5,0
693,3,0,5,87,1,0,0,5,1
694,3,0,5,88,1,0,0,5,0
