idx,state,label_idx,sample_idx,neuron_idx,n_labeled,sum_spikes,label_match,label_value,spike_value
5081,3,0,49,31,5,0,0,9,0
5082,3,0,49,32,5,1,0,9,0
5083,3,0,49,33,5,0,0,9,0
5084,3,0,49,34,5,0,0,9,0
5085,3,0,49,35,5,0,0,9,0
5086,3,0,49,36,5,1,0,9,0
5087,3,0,49,37,5,0,0,9,0
5088,3,0,49,38,5,0,0,9,0
5089,3,0,49,39,5,1,0,9,0
5090,3,0,49,40,5,1,0,9,0
5091,3,0,49,41,5,0,0,9,0
5092,3,0,49,42,5,0,0,9,0
5093,3,0,49,43,5,0,0,9,1
5094,3,0,49,44,5,0,0,9,0
5095,3,0,49,45,5,0,0,9,0
5096,3,0,49,46,5,0,0,9,0
5097,3,0,49,47,5,0,0,9,0
5098,3,0,49,48,5,0,0,9,0
5099,3,0,49,49,5,1,0,9,0
5100,3,0,49,50,5,0,0,9,0
5101,3,0,49,51,5,0,0,9,0
5102,3,0,49,52,5,1,0,9,0
5103,3,0,49,53,5,1,0,9,0
5104,3,0,49,54,5,0,0,9,0
5105,3,0,49,55,5,0,0,9,0
5106,3,0,49,56,5,0,0,9,1
5107,3,0,49,57,5,0,0,9,0
5108,3,0,49,58,5,0,0,9,0
5109,3,0,49,59,5,0,0,9,0
5110,3,0,49,60,5,0,0,9,0
5111,3,0,49,61,5,0,0,9,0
5112,3,0,49,62,5,1,0,9,0
5113,3,0,49,63,5,0,0,9,0
5114,3,0,49,64,5,0,0,9,0
5115,3,0,49,65,5,0,0,9,0
5116,3,0,49,66,5,1,0,9,0
5117,3,0,49,67,5,0,0,9,0
5118,3,0,49,68,5,0,0,9,0
5119,3,0,49,69,5,0,0,9,1
5120,3,0,49,70,5,1,0,9,0
5121,3,0,49,71,5,0,0,9,0
5122,3,0,49,72,5,0,0,9,0
5123,3,0,49,73,5,0,0,9,0
5124,3,0,49,74,5,0,0,9,0
5125,3,0,49,75,5,0,0,9,0
5126,3,0,49,76,5,0,0,9,0
5127,3,0,49,77,5,0,0,9,0
5128,3,0,49,78,5,0,0,9,0
5129,3,0,49,79,5,1,0,9,0
5130,3,0,49,80,5,1,0,9,0
5131,3,0,49,81,5,0,0,9,0
5132,3,0,49,82,5,0,0,9,1
5133,3,0,49,83,5,1,0,9,0
5134,3,0,49,84,5,0,0,9,0
5135,3,0,49,85,5,0,0,9,0
5136,3,0,49,86,5,0,0,9,0
5137,3,0,49,87,5,0,0,9,0
5138,3,0,49,88,5,0,0,9,0
5139,3,0,49,89,5,0,0,9,0
5140,3,0,49,90,5,0,0,9,0
5141,3,0,49,91,5,0,0,9,0
5142,3,0,49,92,5,1,0,9,0
5143,3,0,49,93,5,1,0,9,0
5144,3,0,49,94,5,0,0,9,0
5145,3,0,49,95,5,0,0,9,1
5146,3,0,49,96,5,1,0,9,0
5147,3,0,49,97,5,0,0,9,0
5148,3,0,49,98,5,0,0,9,0
5149,3,0,49,99,5,0,0,9,0
5150,2,0,50,99,5,0,0,0,0
5151,3,0,50,0,5,1,1,0,0
5152,3,0,50,1,5,0,1,0,0
5153,3,0,50,2,5,0,1,0,1
5154,3,0,50,3,5,0,1,0,0
5155,3,0,50,4,5,0,1,0,0
5156,3,0,50,5,5,0,1,0,0
5157,3,0,50,6,5,1,1,0,0
5158,3,0,50,7,5,0,1,0,0
5159,3,0,50,8,5,0,1,0,0
5160,3,0,50,9,5,1,1,0,0
5161,3,0,50,10,5,1,1,0,0
5162,3,0,50,11,5,0,1,0,0
5163,3,0,50,12,5,0,1,0,0
5164,3,0,50,13,5,1,1,0,0
5165,3,0,50,14,5,0,1,0,0
5166,3,0,50,15,5,0,1,0,0
5167,3,0,50,16,5,0,1,0,0
5168,3,0,50,17,5,0,1,0,0
5169,3,0,50,18,5,0,1,0,0
5170,3,0,50,19,5,1,1,0,0
5171,3,0,50,20,5,0,1,0,0
5172,3,0,50,21,5,0,1,0,0
5173,3,0,50,22,5,1,1,0,0
5174,3,0,50,23,5,1,1,0,0
5175,3,0,50,24,5,0,1,0,0
5176,3,0,50,25,5,0,1,0,0
5177,3,0,50,26,5,1,1,0,0
5178,3,0,50,27,5,0,1,0,0
5179,3,0,50,28,5,0,1,0,0
5180,3,0,50,29,5,0,1,0,0
5181,3,0,50,30,5,0,1,0,0
5182,3,0,50,31,5,0,1,0,0
5183,3,0,50,32,5,1,1,0,0
5184,3,0,50,33,5,0,1,0,0
5185,3,0,50,34,5,0,1,0,0
5186,3,0,50,35,5,0,1,0,0
5187,3,0,50,36,5,1,1,0,0
5188,3,0,50,37,5,0,1,0,0
5189,3,0,50,38,5,0,1,0,0
5190,3,0,50,39,5,1,1,0,0
5191,3,0,50,40,5,1,1,0,0
5192,3,0,50,41,5,0,1,0,0
5193,3,0,50,42,5,0,1,0,0
5194,3,0,50,43,5,0,1,0,0
5195,3,0,50,44,5,0,1,0,0
5196,3,0,50,45,5,0,1,0,0
5197,3,0,50,46,5,0,1,0,0
5198,3,0,50,47,5,0,1,0,0
5199,3,0,50,48,5,0,1,0,0
5200,3,0,50,49,5,1,1,0,0
5201,3,0,50,50,5,0,1,0,1
5202,3,0,50,51,5,0,1,0,0
5203,3,0,50,52,5,1,1,0,0
5204,3,0,50,53,5,1,1,0,0
5205,3,0,50,54,5,0,1,0,0
5206,3,0,50,55,5,0,1,0,0
5207,3,0,50,56,5,0,1,0,0
5208,3,0,50,57,5,0,1,0,0
5209,3,0,50,58,5,0,1,0,0
5210,3,0,50,59,5,0,1,0,0
5211,3,0,50,60,5,0,1,0,0
5212,3,0,50,61,5,0,1,0,0
5213,3,0,50,62,5,1,1,0,0
5214,3,0,50,63,5,0,1,0,1
5215,3,0,50,64,5,0,1,0,0
5216,3,0,50,65,5,0,1,0,0
5217,3,0,50,66,5,1,1,0,0
5218,3,0,50,67,5,0,1,0,0
5219,3,0,50,68,5,0,1,0,0
5220,3,0,50,69,5,0,1,0,0
5221,3,0,50,70,5,1,1,0,0
5222,3,0,50,71,5,0,1,0,0
5223,3,0,50,72,5,0,1,0,0
5224,3,0,50,73,5,0,1,0,0
5225,3,0,50,74,5,0,1,0,0
5226,3,0,50,75,5,0,1,0,0
5227,3,0,50,76,5,0,1,0,1
5228,3,0,50,77,5,0,1,0,0
5229,3,0,50,78,5,0,1,0,0
5230,3,0,50,79,5,1,1,0,0
5231,3,0,50,80,5,1,1,0,0
5232,3,0,50,81,5,0,1,0,0
5233,3,0,50,82,5,0,1,0,0
5234,3,0,50,83,5,1,1,0,0
5235,3,0,50,84,5,0,1,0,0
5236,3,0,50,85,5,0,1,0,0
5237,3,0,50,86,5,0,1,0,0
5238,3,0,50,87,5,0,1,0,0
5239,3,0,50,88,5,0,1,0,0
5240,3,0,50,89,5,0,1,0,1
5241,3,0,50,90,5,0,1,0,0
5242,3,0,50,91,5,0,1,0,0
5243,3,0,50,92,5,1,1,0,0
5244,3,0,50,93,5,1,1,0,0
5245,3,0,50,94,5,0,1,0,0
5246,3,0,50,95,5,0,1,0,0
5247,3,0,50,96,5,1,1,0,0
5248,3,0,50,97,5,0,1,0,0
5249,3,0,50,98,5,0,1,0,0
5250,3,0,50,99,5,0,1,0,0
5251,2,0,51,99,6,0,1,1,0
5252,3,0,51,0,6,1,0,1,0
5253,3,0,51,1,6,0,0,1,0
5254,3,0,51,2,6,1,0,1,0
5255,3,0,51,3,6,0,0,1,0
5256,3,0,51,4,6,0,0,1,0
5257,3,0,51,5,6,0,0,1,0
5258,3,0,51,6,6,1,0,1,0
5259,3,0,51,7,6,0,0,1,0
5260,3,0,51,8,6,0,0,1,0
5261,3,0,51,9,6,1,0,1,1
5262,3,0,51,10,6,1,0,1,0
5263,3,0,51,11,6,0,0,1,0
5264,3,0,51,12,6,0,0,1,0
5265,3,0,51,13,6,1,0,1,0
5266,3,0,51,14,6,0,0,1,0
5267,3,0,51,15,6,0,0,1,0
5268,3,0,51,16,6,0,0,1,0
5269,3,0,51,17,6,0,0,1,0
5270,3,0,51,18,6,0,0,1,0
5271,3,0,51,19,6,1,0,1,0
5272,3,0,51,20,6,0,0,1,0
5273,3,0,51,21,6,0,0,1,0
5274,3,0,51,22,6,1,0,1,0
5275,3,0,51,23,6,1,0,1,0
5276,3,0,51,24,6,0,0,1,0
5277,3,0,51,25,6,0,0,1,0
5278,3,0,51,26,6,1,0,1,0
5279,3,0,51,27,6,0,0,1,0
5280,3,0,51,28,6,0,0,1,0
5281,3,0,51,29,6,0,0,1,0
5282,3,0,51,30,6,0,0,1,0
5283,3,0,51,31,6,0,0,1,0
5284,3,0,51,32,6,1,0,1,0
5285,3,0,51,33,6,0,0,1,0
5286,3,0,51,34,6,0,0,1,0
5287,3,0,51,35,6,0,0,1,0
5288,3,0,51,36,6,1,0,1,0
5289,3,0,51,37,6,0,0,1,0
5290,3,0,51,38,6,0,0,1,0
5291,3,0,51,39,6,1,0,1,0
5292,3,0,51,40,6,1,0,1,0
5293,3,0,51,41,6,0,0,1,0
5294,3,0,51,42,6,0,0,1,0
5295,3,0,51,43,6,0,0,1,0
5296,3,0,51,44,6,0,0,1,0
5297,3,0,51,45,6,0,0,1,0
5298,3,0,51,46,6,0,0,1,0
5299,3,0,51,47,6,0,0,1,0
5300,3,0,51,48,6,0,0,1,0
5301,3,0,51,49,6,1,0,1,0
5302,3,0,51,50,6,1,0,1,0
5303,3,0,51,51,6,0,0,1,0
5304,3,0,51,52,6,1,0,1,0
5305,3,0,51,53,6,1,0,1,0
5306,3,0,51,54,6,0,0,1,0
5307,3,0,51,55,6,0,0,1,0
5308,3,0,51,56,6,0,0,1,0
5309,3,0,51,57,6,0,0,1,1
5310,3,0,51,58,6,0,0,1,0
5311,3,0,51,59,6,0,0,1,0
5312,3,0,51,60,6,0,0,1,0
5313,3,0,51,61,6,0,0,1,0
5314,3,0,51,62,6,1,0,1,0
5315,3,0,51,63,6,1,0,1,0
5316,3,0,51,64,6,0,0,1,0
5317,3,0,51,65,6,0,0,1,0
5318,3,0,51,66,6,1,0,1,0
5319,3,0,51,67,6,0,0,1,0
5320,3,0,51,68,6,0,0,1,0
5321,3,0,51,69,6,0,0,1,0
5322,3,0,51,70,6,1,0,1,1
5323,3,0,51,71,6,0,0,1,0
5324,3,0,51,72,6,0,0,1,0
5325,3,0,51,73,6,0,0,1,0
5326,3,0,51,74,6,0,0,1,0
5327,3,0,51,75,6,0,0,1,0
5328,3,0,51,76,6,1,0,1,0
5329,3,0,51,77,6,0,0,1,0
5330,3,0,51,78,6,0,0,1,0
5331,3,0,51,79,6,1,0,1,0
5332,3,0,51,80,6,1,0,1,0
5333,3,0,51,81,6,0,0,1,0
5334,3,0,51,82,6,0,0,1,0
5335,3,0,51,83,6,1,0,1,1
5336,3,0,51,84,6,0,0,1,0
5337,3,0,51,85,6,0,0,1,0
5338,3,0,51,86,6,0,0,1,0
5339,3,0,51,87,6,0,0,1,0
5340,3,0,51,88,6,0,0,1,0
5341,3,0,51,89,6,1,0,1,0
5342,3,0,51,90,6,0,0,1,0
5343,3,0,51,91,6,0,0,1,0
5344,3,0,51,92,6,1,0,1,0
5345,3,0,51,93,6,1,0,1,0
5346,3,0,51,94,6,0,0,1,0
5347,3,0,51,95,6,0,0,1,0
5348,3,0,51,96,6,1,0,1,1
5349,3,0,51,97,6,0,0,1,0
5350,3,0,51,98,6,0,0,1,0
5351,3,0,51,99,6,0,0,1,0
5352,2,0,52,99,6,0,0,2,0
5353,3,0,52,0,6,1,0,2,0
5354,3,0,52,1,6,0,0,2,0
5355,3,0,52,2,6,1,0,2,0
5356,3,0,52,3,6,0,0,2,1
5357,3,0,52,4,6,0,0,2,0
5358,3,0,52,5,6,0,0,2,0
5359,3,0,52,6,6,1,0,2,0
5360,3,0,52,7,6,0,0,2,0
5361,3,0,52,8,6,0,0,2,0
5362,3,0,52,9,6,1,0,2,0
5363,3,0,52,10,6,1,0,2,0
5364,3,0,52,11,6,0,0,2,0
5365,3,0,52,12,6,0,0,2,0
5366,3,0,52,13,6,1,0,2,0
5367,3,0,52,14,6,0,0,2,0
5368,3,0,52,15,6,0,0,2,0
5369,3,0,52,16,6,0,0,2,1
5370,3,0,52,17,6,0,0,2,0
5371,3,0,52,18,6,0,0,2,0
5372,3,0,52,19,6,1,0,2,0
5373,3,0,52,20,6,0,0,2,0
5374,3,0,52,21,6,0,0,2,0
5375,3,0,52,22,6,1,0,2,0
5376,3,0,52,23,6,1,0,2,0
5377,3,0,52,24,6,0,0,2,0
5378,3,0,52,25,6,0,0,2,0
5379,3,0,52,26,6,1,0,2,0
5380,3,0,52,27,6,0,0,2,0
5381,3,0,52,28,6,0,0,2,0
5382,3,0,52,29,6,0,0,2,0
5383,3,0,52,30,6,0,0,2,0
5384,3,0,52,31,6,0,0,2,0
5385,3,0,52,32,6,1,0,2,0
5386,3,0,52,33,6,0,0,2,0
5387,3,0,52,34,6,0,0,2,0
5388,3,0,52,35,6,0,0,2,0
5389,3,0,52,36,6,1,0,2,0
5390,3,0,52,37,6,0,0,2,0
5391,3,0,52,38,6,0,0,2,0
5392,3,0,52,39,6,1,0,2,0
5393,3,0,52,40,6,1,0,2,0
5394,3,0,52,41,6,0,0,2,0
5395,3,0,52,42,6,0,0,2,0
5396,3,0,52,43,6,0,0,2,0
5397,3,0,52,44,6,0,0,2,0
5398,3,0,52,45,6,0,0,2,0
5399,3,0,52,46,6,0,0,2,0
5400,3,0,52,47,6,0,0,2,0
5401,3,0,52,48,6,0,0,2,0
5402,3,0,52,49,6,1,0,2,0
5403,3,0,52,50,6,1,0,2,0
5404,3,0,52,51,6,0,0,2,0
5405,3,0,52,52,6,1,0,2,0
5406,3,0,52,53,6,1,0,2,0
5407,3,0,52,54,6,0,0,2,0
5408,3,0,52,55,6,0,0,2,0
5409,3,0,52,56,6,0,0,2,0
5410,3,0,52,57,6,0,0,2,0
5411,3,0,52,58,6,0,0,2,0
5412,3,0,52,59,6,0,0,2,0
5413,3,0,52,60,6,0,0,2,0
5414,3,0,52,61,6,0,0,2,0
5415,3,0,52,62,6,1,0,2,0
5416,3,0,52,63,6,1,0,2,0
5417,3,0,52,64,6,0,0,2,1
5418,3,0,52,65,6,0,0,2,0
5419,3,0,52,66,6,1,0,2,0
5420,3,0,52,67,6,0,0,2,0
5421,3,0,52,68,6,0,0,2,0
5422,3,0,52,69,6,0,0,2,0
5423,3,0,52,70,6,1,0,2,0
5424,3,0,52,71,6,0,0,2,0
5425,3,0,52,72,6,0,0,2,0
5426,3,0,52,73,6,0,0,2,0
5427,3,0,52,74,6,0,0,2,0
5428,3,0,52,75,6,0,0,2,0
5429,3,0,52,76,6,1,0,2,0
5430,3,0,52,77,6,0,0,2,1
5431,3,0,52,78,6,0,0,2,0
5432,3,0,52,79,6,1,0,2,0
5433,3,0,52,80,6,1,0,2,0
5434,3,0,52,81,6,0,0,2,0
5435,3,0,52,82,6,0,0,2,0
5436,3,0,52,83,6,1,0,2,0
5437,3,0,52,84,6,0,0,2,0
5438,3,0,52,85,6,0,0,2,0
5439,3,0,52,86,6,0,0,2,0
5440,3,0,52,87,6,0,0,2,0
5441,3,0,52,88,6,0,0,2,0
5442,3,0,52,89,6,1,0,2,0
5443,3,0,52,90,6,0,0,2,1
5444,3,0,52,91,6,0,0,2,0
5445,3,0,52,92,6,1,0,2,0
5446,3,0,52,93,6,1,0,2,0
5447,3,0,52,94,6,0,0,2,0
5448,3,0,52,95,6,0,0,2,0
5449,3,0,52,96,6,1,0,2,0
5450,3,0,52,97,6,0,0,2,0
5451,3,0,52,98,6,0,0,2,0
5452,3,0,52,99,6,0,0,2,0
5453,2,0,53,99,6,0,0,3,0
5454,3,0,53,0,6,1,0,3,0
5455,3,0,53,1,6,0,0,3,0
5456,3,0,53,2,6,1,0,3,0
5457,3,0,53,3,6,0,0,3,0
5458,3,0,53,4,6,0,0,3,0
5459,3,0,53,5,6,0,0,3,0
5460,3,0,53,6,6,1,0,3,0
5461,3,0,53,7,6,0,0,3,0
5462,3,0,53,8,6,0,0,3,0
5463,3,0,53,9,6,1,0,3,0
5464,3,0,53,10,6,1,0,3,1
5465,3,0,53,11,6,0,0,3,0
5466,3,0,53,12,6,0,0,3,0
5467,3,0,53,13,6,1,0,3,0
5468,3,0,53,14,6,0,0,3,0
5469,3,0,53,15,6,0,0,3,0
5470,3,0,53,16,6,0,0,3,0
5471,3,0,53,17,6,0,0,3,0
5472,3,0,53,18,6,0,0,3,0
5473,3,0,53,19,6,1,0,3,0
5474,3,0,53,20,6,0,0,3,0
5475,3,0,53,21,6,0,0,3,0
5476,3,0,53,22,6,1,0,3,0
5477,3,0,53,23,6,1,0,3,1
5478,3,0,53,24,6,0,0,3,0
5479,3,0,53,25,6,0,0,3,0
5480,3,0,53,26,6,1,0,3,0
5481,3,0,53,27,6,0,0,3,0
5482,3,0,53,28,6,0,0,3,0
5483,3,0,53,29,6,0,0,3,0
5484,3,0,53,30,6,0,0,3,0
5485,3,0,53,31,6,0,0,3,0
5486,3,0,53,32,6,1,0,3,0
5487,3,0,53,33,6,0,0,3,0
5488,3,0,53,34,6,0,0,3,0
5489,3,0,53,35,6,0,0,3,0
5490,3,0,53,36,6,1,0,3,0
5491,3,0,53,37,6,0,0,3,0
5492,3,0,53,38,6,0,0,3,0
5493,3,0,53,39,6,1,0,3,0
5494,3,0,53,40,6,1,0,3,0
5495,3,0,53,41,6,0,0,3,0
5496,3,0,53,42,6,0,0,3,0
5497,3,0,53,43,6,0,0,3,0
5498,3,0,53,44,6,0,0,3,0
5499,3,0,53,45,6,0,0,3,0
5500,3,0,53,46,6,0,0,3,0
5501,3,0,53,47,6,0,0,3,0
5502,3,0,53,48,6,0,0,3,0
5503,3,0,53,49,6,1,0,3,0
5504,3,0,53,50,6,1,0,3,0
5505,3,0,53,51,6,0,0,3,0
5506,3,0,53,52,6,1,0,3,0
5507,3,0,53,53,6,1,0,3,0
5508,3,0,53,54,6,0,0,3,0
5509,3,0,53,55,6,0,0,3,0
5510,3,0,53,56,6,0,0,3,0
5511,3,0,53,57,6,0,0,3,0
5512,3,0,53,58,6,0,0,3,0
5513,3,0,53,59,6,0,0,3,0
5514,3,0,53,60,6,0,0,3,0
5515,3,0,53,61,6,0,0,3,0
5516,3,0,53,62,6,1,0,3,0
5517,3,0,53,63,6,1,0,3,0
5518,3,0,53,64,6,0,0,3,0
5519,3,0,53,65,6,0,0,3,0
5520,3,0,53,66,6,1,0,3,0
5521,3,0,53,67,6,0,0,3,0
5522,3,0,53,68,6,0,0,3,0
5523,3,0,53,69,6,0,0,3,0
5524,3,0,53,70,6,1,0,3,0
5525,3,0,53,71,6,0,0,3,1
5526,3,0,53,72,6,0,0,3,0
5527,3,0,53,73,6,0,0,3,0
5528,3,0,53,74,6,0,0,3,0
5529,3,0,53,75,6,0,0,3,0
5530,3,0,53,76,6,1,0,3,0
5531,3,0,53,77,6,0,0,3,0
5532,3,0,53,78,6,0,0,3,0
5533,3,0,53,79,6,1,0,3,0
5534,3,0,53,80,6,1,0,3,0
5535,3,0,53,81,6,0,0,3,0
5536,3,0,53,82,6,0,0,3,0
5537,3,0,53,83,6,1,0,3,0
5538,3,0,53,84,6,0,0,3,1
5539,3,0,53,85,6,0,0,3,0
5540,3,0,53,86,6,0,0,3,0
5541,3,0,53,87,6,0,0,3,0
5542,3,0,53,88,6,0,0,3,0
5543,3,0,53,89,6,1,0,3,0
5544,3,0,53,90,6,0,0,3,0
5545,3,0,53,91,6,0,0,3,0
5546,3,0,53,92,6,1,0,3,0
5547,3,0,53,93,6,1,0,3,0
5548,3,0,53,94,6,0,0,3,0
5549,3,0,53,95,6,0,0,3,0
5550,3,0,53,96,6,1,0,3,0
5551,3,0,53,97,6,0,0,3,1
5552,3,0,53,98,6,0,0,3,0
5553,3,0,53,99,6,0,0,3,0
5554,2,0,54,99,6,0,0,4,0
5555,3,0,54,0,6,1,0,4,0
5556,3,0,54,1,6,0,0,4,0
5557,3,0,54,2,6,1,0,4,0
5558,3,0,54,3,6,0,0,4,0
5559,3,0,54,4,6,0,0,4,1
5560,3,0,54,5,6,0,0,4,0
5561,3,0,54,6,6,1,0,4,0
5562,3,0,54,7,6,0,0,4,0
5563,3,0,54,8,6,0,0,4,0
5564,3,0,54,9,6,1,0,4,0
5565,3,0,54,10,6,1,0,4,0
5566,3,0,54,11,6,0,0,4,0
5567,3,0,54,12,6,0,0,4,0
5568,3,0,54,13,6,1,0,4,0
5569,3,0,54,14,6,0,0,4,0
5570,3,0,54,15,6,0,0,4,0
5571,3,0,54,16,6,0,0,4,0
5572,3,0,54,17,6,0,0,4,1
5573,3,0,54,18,6,0,0,4,0
5574,3,0,54,19,6,1,0,4,0
5575,3,0,54,20,6,0,0,4,0
5576,3,0,54,21,6,0,0,4,0
5577,3,0,54,22,6,1,0,4,0
5578,3,0,54,23,6,1,0,4,0
5579,3,0,54,24,6,0,0,4,0
5580,3,0,54,25,6,0,0,4,0
5581,3,0,54,26,6,1,0,4,0
5582,3,0,54,27,6,0,0,4,0
5583,3,0,54,28,6,0,0,4,0
5584,3,0,54,29,6,0,0,4,0
5585,3,0,54,30,6,0,0,4,1
5586,3,0,54,31,6,0,0,4,0
5587,3,0,54,32,6,1,0,4,0
5588,3,0,54,33,6,0,0,4,0
5589,3,0,54,34,6,0,0,4,0
5590,3,0,54,35,6,0,0,4,0
5591,3,0,54,36,6,1,0,4,0
5592,3,0,54,37,6,0,0,4,0
5593,3,0,54,38,6,0,0,4,0
5594,3,0,54,39,6,1,0,4,0
5595,3,0,54,40,6,1,0,4,0
5596,3,0,54,41,6,0,0,4,0
5597,3,0,54,42,6,0,0,4,0
5598,3,0,54,43,6,0,0,4,0
5599,3,0,54,44,6,0,0,4,0
5600,3,0,54,45,6,0,0,4,0
5601,3,0,54,46,6,0,0,4,0
5602,3,0,54,47,6,0,0,4,0
5603,3,0,54,48,6,0,0,4,0
5604,3,0,54,49,6,1,0,4,0
5605,3,0,54,50,6,1,0,4,0
5606,3,0,54,51,6,0,0,4,0
5607,3,0,54,52,6,1,0,4,0
5608,3,0,54,53,6,1,0,4,0
5609,3,0,54,54,6,0,0,4,0
5610,3,0,54,55,6,0,0,4,0
5611,3,0,54,56,6,0,0,4,0
5612,3,0,54,57,6,0,0,4,0
5613,3,0,54,58,6,0,0,4,0
5614,3,0,54,59,6,0,0,4,0
5615,3,0,54,60,6,0,0,4,0
5616,3,0,54,61,6,0,0,4,0
5617,3,0,54,62,6,1,0,4,0
5618,3,0,54,63,6,1,0,4,0
5619,3,0,54,64,6,0,0,4,0
5620,3,0,54,65,6,0,0,4,0
5621,3,0,54,66,6,1,0,4,0
5622,3,0,54,67,6,0,0,4,0
5623,3,0,54,68,6,0,0,4,0
5624,3,0,54,69,6,0,0,4,0
5625,3,0,54,70,6,1,0,4,0
5626,3,0,54,71,6,0,0,4,0
5627,3,0,54,72,6,0,0,4,0
5628,3,0,54,73,6,0,0,4,0
5629,3,0,54,74,6,0,0,4,0
5630,3,0,54,75,6,0,0,4,0
5631,3,0,54,76,6,1,0,4,0
5632,3,0,54,77,6,0,0,4,0
5633,3,0,54,78,6,0,0,4,1
5634,3,0,54,79,6,1,0,4,0
5635,3,0,54,80,6,1,0,4,0
5636,3,0,54,81,6,0,0,4,0
5637,3,0,54,82,6,0,0,4,0
5638,3,0,54,83,6,1,0,4,0
5639,3,0,54,84,6,0,0,4,0
5640,3,0,54,85,6,0,0,4,0
5641,3,0,54,86,6,0,0,4,0
5642,3,0,54,87,6,0,0,4,0
5643,3,0,54,88,6,0,0,4,0
5644,3,0,54,89,6,1,0,4,0
5645,3,0,54,90,6,0,0,4,0
5646,3,0,54,91,6,0,0,4,1
5647,3,0,54,92,6,1,0,4,0
5648,3,0,54,93,6,1,0,4,0
5649,3,0,54,94,6,0,0,4,0
5650,3,0,54,95,6,0,0,4,0
5651,3,0,54,96,6,1,0,4,0
5652,3,0,54,97,6,0,0,4,0
5653,3,0,54,98,6,0,0,4,0
5654,3,0,54,99,6,0,0,4,0
5655,2,0,55,99,6,0,0,5,0
5656,3,0,55,0,6,1,0,5,0
5657,3,0,55,1,6,0,0,5,0
5658,3,0,55,2,6,1,0,5,0
5659,3,0,55,3,6,0,0,5,0
5660,3,0,55,4,6,0,0,5,0
5661,3,0,55,5,6,0,0,5,0
5662,3,0,55,6,6,1,0,5,0
5663,3,0,55,7,6,0,0,5,0
5664,3,0,55,8,6,0,0,5,0
5665,3,0,55,9,6,1,0,5,0
5666,3,0,55,10,6,1,0,5,0
5667,3,0,55,11,6,0,0,5,1
5668,3,0,55,12,6,0,0,5,0
5669,3,0,55,13,6,1,0,5,0
5670,3,0,55,14,6,0,0,5,0
5671,3,0,55,15,6,0,0,5,0
5672,3,0,55,16,6,0,0,5,0
5673,3,0,55,17,6,0,0,5,0
5674,3,0,55,18,6,0,0,5,0
5675,3,0,55,19,6,1,0,5,0
5676,3,0,55,20,6,0,0,5,0
5677,3,0,55,21,6,0,0,5,0
5678,3,0,55,22,6,1,0,5,0
5679,3,0,55,23,6,1,0,5,0
5680,3,0,55,24,6,0,0,5,1
5681,3,0,55,25,6,0,0,5,0
5682,3,0,55,26,6,1,0,5,0
5683,3,0,55,27,6,0,0,5,0
5684,3,0,55,28,6,0,0,5,0
5685,3,0,55,29,6,0,0,5,0
5686,3,0,55,30,6,0,0,5,0
5687,3,0,55,31,6,0,0,5,0
5688,3,0,55,32,6,1,0,5,0
5689,3,0,55,33,6,0,0,5,0
5690,3,0,55,34,6,0,0,5,0
5691,3,0,55,35,6,0,0,5,0
5692,3,0,55,36,6,1,0,5,0
5693,3,0,55,37,6,0,0,5,1
5694,3,0,55,38,6,0,0,5,0
5695,3,0,55,39,6,1,0,5,0
5696,3,0,55,40,6,1,0,5,0
5697,3,0,55,41,6,0,0,5,0
5698,3,0,55,42,6,0,0,5,0
5699,3,0,55,43,6,0,0,5,0
5700,3,0,55,44,6,0,0,5,0
5701,3,0,55,45,6,0,0,5,0
5702,3,0,55,46,6,0,0,5,0
5703,3,0,55,47,6,0,0,5,0
5704,3,0,55,48,6,0,0,5,0
5705,3,0,55,49,6,1,0,5,0
5706,3,0,55,50,6,1,0,5,0
5707,3,0,55,51,6,0,0,5,0
5708,3,0,55,52,6,1,0,5,0
5709,3,0,55,53,6,1,0,5,0
5710,3,0,55,54,6,0,0,5,0
5711,3,0,55,55,6,0,0,5,0
5712,3,0,55,56,6,0,0,5,0
5713,3,0,55,57,6,0,0,5,0
5714,3,0,55,58,6,0,0,5,0
5715,3,0,55,59,6,0,0,5,0
5716,3,0,55,60,6,0,0,5,0
5717,3,0,55,61,6,0,0,5,0
5718,3,0,55,62,6,1,0,5,0
5719,3,0,55,63,6,1,0,5,0
5720,3,0,55,64,6,0,0,5,0
5721,3,0,55,65,6,0,0,5,0
5722,3,0,55,66,6,1,0,5,0
5723,3,0,55,67,6,0,0,5,0
5724,3,0,55,68,6,0,0,5,0
5725,3,0,55,69,6,0,0,5,0
5726,3,0,55,70,6,1,0,5,0
5727,3,0,55,71,6,0,0,5,0
5728,3,0,55,72,6,0,0,5,0
5729,3,0,55,73,6,0,0,5,0
5730,3,0,55,74,6,0,0,5,0
5731,3,0,55,75,6,0,0,5,0
5732,3,0,55,76,6,1,0,5,0
5733,3,0,55,77,6,0,0,5,0
5734,3,0,55,78,6,0,0,5,0
5735,3,0,55,79,6,1,0,5,0
5736,3,0,55,80,6,1,0,5,0
5737,3,0,55,81,6,0,0,5,0
5738,3,0,55,82,6,0,0,5,0
5739,3,0,55,83,6,1,0,5,0
5740,3,0,55,84,6,0,0,5,0
5741,3,0,55,85,6,0,0,5,1
5742,3,0,55,86,6,0,0,5,0
5743,3,0,55,87,6,0,0,5,0
5744,3,0,55,88,6,0,0,5,0
